TIME_PERIOD,REF_AREA,OBS_VALUE
2007-Q2,FI,33060.0
2007-Q3,FI,33668.0
2007-Q4,FI,34993.0
2008-Q1,FI,36765.0
2008-Q2,FI,38307.0
2008-Q3,FI,39138.0
2008-Q4,FI,39898.0
2009-Q1,FI,41529.0
2009-Q2,FI,41099.0
2009-Q3,FI,40572.0
2009-Q4,FI,40984.0
2010-Q1,FI,41045.0
2010-Q2,FI,43404.0
2010-Q3,FI,43491.0
2010-Q4,FI,43464.0
2011-Q1,FI,47171.0
2011-Q2,FI,48064.0
2011-Q3,FI,49567.0
2011-Q4,FI,50878.0
2012-Q1,FI,52079.0
2012-Q2,FI,52907.0
2012-Q3,FI,53964.0
2012-Q4,FI,52251.0
2013-Q1,FI,50477.0
2013-Q2,FI,51228.0
2013-Q3,FI,52008.0
2013-Q4,FI,51638.0
2014-Q1,FI,51426.0
2014-Q2,FI,52476.0
2014-Q3,FI,54506.0
2014-Q4,FI,53982.0
2015-Q1,FI,52837.0
2015-Q2,FI,54756.0
2015-Q3,FI,53326.0
2015-Q4,FI,52815.0
2016-Q1,FI,54375.0
2016-Q2,FI,55272.0
2016-Q3,FI,58405.0
2016-Q4,FI,58620.0
2017-Q1,FI,55687.0
2017-Q2,FI,55743.0
2017-Q3,FI,56419.0
2017-Q4,FI,57233.0
2018-Q1,FI,58171.0
2018-Q2,FI,59996.0
2018-Q3,FI,60032.0
2018-Q4,FI,58443.0
2019-Q1,FI,59432.0
2019-Q2,FI,58927.0
2019-Q3,FI,60855.0
2019-Q4,FI,63081.0
2020-Q1,FI,65674.0
2020-Q2,FI,68024.0
2020-Q3,FI,68855.0
2000-Q1,FR,347094.0
2000-Q2,FR,357533.0
2000-Q3,FR,362496.0
2000-Q4,FR,370038.0
2001-Q1,FR,373874.0
2001-Q2,FR,387016.0
2001-Q3,FR,390846.0
2001-Q4,FR,395376.0
2002-Q1,FR,394667.0
2002-Q2,FR,402130.0
2002-Q3,FR,408152.0
2002-Q4,FR,412782.0
2003-Q1,FR,395204.0
2003-Q2,FR,388292.0
2003-Q3,FR,385139.0
2003-Q4,FR,383206.0
2004-Q1,FR,391477.0
2004-Q2,FR,392614.0
2004-Q3,FR,399039.0
2004-Q4,FR,402942.0
2005-Q1,FR,404417.0
2005-Q2,FR,412626.0
2005-Q3,FR,421671.0
2005-Q4,FR,433369.0
2006-Q1,FR,451744.0
2006-Q2,FR,462149.0
2006-Q3,FR,469443.0
2006-Q4,FR,474438.0
2007-Q1,FR,483891.0
2007-Q2,FR,500820.0
2007-Q3,FR,521128.0
2007-Q4,FR,541677.0
2008-Q1,FR,557920.0
2008-Q2,FR,571549.0
2008-Q3,FR,591875.0
2008-Q4,FR,607922.0
2009-Q1,FR,625836.0
2009-Q2,FR,621783.0
2009-Q3,FR,621149.0
2009-Q4,FR,621621.0
2010-Q1,FR,624304.0
2010-Q2,FR,628068.0
2010-Q3,FR,631826.0
2010-Q4,FR,636004.0
2011-Q1,FR,648835.0
2011-Q2,FR,657841.0
2011-Q3,FR,673749.0
2011-Q4,FR,674609.0
2012-Q1,FR,678172.0
2012-Q2,FR,673761.0
2012-Q3,FR,672510.0
2012-Q4,FR,672509.0
2013-Q1,FR,667486.0
2013-Q2,FR,666866.0
2013-Q3,FR,668585.0
2013-Q4,FR,671663.0
2014-Q1,FR,672235.0
2014-Q2,FR,676984.0
2014-Q3,FR,682696.0
